Receiver,FISHID,x_plane,y_plane,Total.Length,Sex,Year,Month,Month.NUM,Day.of.month,Time,Year.3,Date,Day.of.year,Time.Hr,Hour.of.year,Day,location,Rec_Group,water_feature_type 
109378,1598,400596,5781042,626,f,2011,January,1,17,1,2011,17/01/2011,17,7,119,40560,West Islands (replaced with 105468),Confluence,Reservoir
107329,1634,385911,5811705,713,f,2011,January,1,17,1,2011,17/01/2011,17,7,119,40560,Head of Hugh Allen,Foster Creek to Hugh Allan,Alluvial valley
107331,1700,387874,5803202,535,m,2011,January,1,17,1,2011,17/01/2011,17,7,119,40560,Upper Canoe dog leg,Foster Creek to Hugh Allan,Reservoir
107330,1744,458167,5729177,696,m,2011,January,1,17,1,2011,17/01/2011,17,7,119,40560,West shore of Columbia River and Bush Arm,Bush Arm,Reservoir
109372,1586,403287,5772706,820,m,2011,January,1,17,1,2011,17/01/2011,17,8,136,40560,SE Red rock,Confluence,Reservoir
107329,1634,385911,5811705,713,f,2011,January,1,17,1,2011,17/01/2011,17,8,136,40560,Head of Hugh Allen,Foster Creek to Hugh Allan,Alluvial valley
107331,1700,387874,5803202,535,m,2011,January,1,17,1,2011,17/01/2011,17,8,136,40560,Upper Canoe dog leg,Foster Creek to Hugh Allan,Reservoir
107325,1744,456148,5730006,696,m,2011,January,1,17,1,2011,17/01/2011,17,8,136,40560,Gold Creek,Bush Arm,delta
107330,1744,458167,5729177,696,m,2011,January,1,17,1,2011,17/01/2011,17,8,136,40560,West shore of Columbia River and Bush Arm,Bush Arm,Reservoir
107331,1700,387874,5803202,535,m,2011,January,1,17,1,2011,17/01/2011,17,9,153,40560,Upper Canoe dog leg,Foster Creek to Hugh Allan,Reservoir
107330,1744,458167,5729177,696,m,2011,January,1,17,1,2011,17/01/2011,17,9,153,40560,West shore of Columbia River and Bush Arm,Bush Arm,Reservoir
109385,1948,420013,5781240,637,m,2011,January,1,17,1,2011,17/01/2011,17,9,153,40560,Head of Wood Arm,Wood Arm,Alluvial valley
109372,1586,403287,5772706,820,m,2011,January,1,17,1,2011,17/01/2011,17,10,170,40560,SE Red rock,Confluence,Reservoir
107331,1700,387874,5803202,535,m,2011,January,1,17,1,2011,17/01/2011,17,10,170,40560,Upper Canoe dog leg,Foster Creek to Hugh Allan,Reservoir
109378,1598,400596,5781042,626,f,2011,January,1,17,1,2011,17/01/2011,17,11,187,40560,West Islands (replaced with 105468),Confluence,Reservoir
109390,1706,403809,5773798,689,m?,2011,January,1,17,1,2011,17/01/2011,17,11,187,40560,Welsh Bay,Confluence,Reservoir
109370,1728,404815,5778642,552,m,2011,January,1,17,1,2011,17/01/2011,17,11,187,40560,Mouth of Wood Arm,Confluence,delta
109770,1740,436924,5756670,660,m,2011,January,1,17,1,2011,17/01/2011,17,11,187,40560,Head of Sullivan Creek,Columbia Reach Narrows to Kinbasket,Alluvial valley
107325,1744,456148,5730006,696,m,2011,January,1,17,1,2011,17/01/2011,17,11,187,40560,Gold Creek,Bush Arm,delta
107374,1784,460699,5734846,689,m,2011,January,1,17,1,2011,17/01/2011,17,11,187,40560,Bush Arm,Bush Arm,delta
109385,1948,420013,5781240,637,m,2011,January,1,17,1,2011,17/01/2011,17,11,187,40560,Head of Wood Arm,Wood Arm,Alluvial valley
109372,1586,403287,5772706,820,m,2011,January,1,17,1,2011,17/01/2011,17,12,204,40560,SE Red rock,Confluence,Reservoir
109378,1598,400596,5781042,626,f,2011,January,1,17,1,2011,17/01/2011,17,12,204,40560,West Islands (replaced with 105468),Confluence,Reservoir
109390,1706,403809,5773798,689,m?,2011,January,1,17,1,2011,17/01/2011,17,12,204,40560,Welsh Bay,Confluence,Reservoir
107330,1744,458167,5729177,696,m,2011,January,1,17,1,2011,17/01/2011,17,12,204,40560,West shore of Columbia River and Bush Arm,Bush Arm,Reservoir
109768,1704,397202,5774610,741,f,2011,January,1,17,1,2011,17/01/2011,17,13,221,40560,Centre outer forebay,Confluence,Reservoir
109390,1706,403809,5773798,689,m?,2011,January,1,17,1,2011,17/01/2011,17,13,221,40560,Welsh Bay,Confluence,Reservoir
107330,1744,458167,5729177,696,m,2011,January,1,17,1,2011,17/01/2011,17,14,238,40560,West shore of Columbia River and Bush Arm,Bush Arm,Reservoir
107329,1634,385911,5811705,713,f,2011,January,1,17,1,2011,17/01/2011,17,16,272,40560,Head of Hugh Allen,Foster Creek to Hugh Allan,Alluvial valley
109381,1714,408271,5770832,572,m,2011,January,1,17,1,2011,17/01/2011,17,16,272,40560,Yellow Creek,Confluence,delta
107329,1634,385911,5811705,713,f,2011,January,1,17,1,2011,17/01/2011,17,17,289,40560,Head of Hugh Allen,Foster Creek to Hugh Allan,Alluvial valley
107330,1744,458167,5729177,696,m,2011,January,1,17,1,2011,17/01/2011,17,17,289,40560,West shore of Columbia River and Bush Arm,Bush Arm,Reservoir
109375,1970,400016,5786507,555,f,2011,January,1,17,1,2011,17/01/2011,17,17,289,40560,Harvey Creek,Confluence,delta
109375,1970,400016,5786507,555,f,2011,January,1,17,1,2011,17/01/2011,17,18,306,40560,Harvey Creek,Confluence,delta
107329,1634,385911,5811705,713,f,2011,January,1,17,1,2011,17/01/2011,17,20,340,40560,Head of Hugh Allen,Foster Creek to Hugh Allan,Alluvial valley
107329,1634,385911,5811705,713,f,2011,January,1,17,1,2011,17/01/2011,17,21,357,40560,Head of Hugh Allen,Foster Creek to Hugh Allan,Alluvial valley
107325,1744,456148,5730006,696,m,2011,January,1,17,1,2011,17/01/2011,17,21,357,40560,Gold Creek,Bush Arm,delta
107329,1634,385911,5811705,713,f,2011,January,1,17,1,2011,17/01/2011,17,22,374,40560,Head of Hugh Allen,Foster Creek to Hugh Allan,Alluvial valley
107325,1744,456148,5730006,696,m,2011,January,1,17,1,2011,17/01/2011,17,22,374,40560,Gold Creek,Bush Arm,delta
109768,1704,397202,5774610,741,f,2011,January,1,17,1,2011,17/01/2011,17,23,391,40560,Centre outer forebay,Confluence,Reservoir
109369,1748,401855,5772877,616,f,2011,January,1,18,1,2011,18/01/2011,18,2,36,40561,Red rock (middle),Confluence,Reservoir
109768,1704,397202,5774610,741,f,2011,January,1,18,1,2011,18/01/2011,18,3,54,40561,Centre outer forebay,Confluence,Reservoir
109768,1704,397202,5774610,741,f,2011,January,1,18,1,2011,18/01/2011,18,4,72,40561,Centre outer forebay,Confluence,Reservoir
107329,1634,385911,5811705,713,f,2011,January,1,18,1,2011,18/01/2011,18,6,108,40561,Head of Hugh Allen,Foster Creek to Hugh Allan,Alluvial valley
109770,1740,436924,5756670,660,m,2011,January,1,18,1,2011,18/01/2011,18,7,126,40561,Head of Sullivan Creek,Columbia Reach Narrows to Kinbasket,Alluvial valley
109768,1782,397202,5774610,687,m,2011,January,1,18,1,2011,18/01/2011,18,7,126,40561,Centre outer forebay,Confluence,Reservoir
107329,1634,385911,5811705,713,f,2011,January,1,18,1,2011,18/01/2011,18,8,144,40561,Head of Hugh Allen,Foster Creek to Hugh Allan,Alluvial valley
109770,1740,436924,5756670,660,m,2011,January,1,18,1,2011,18/01/2011,18,9,162,40561,Head of Sullivan Creek,Columbia Reach Narrows to Kinbasket,Alluvial valley
107329,1634,385911,5811705,713,f,2011,January,1,18,1,2011,18/01/2011,18,10,180,40561,Head of Hugh Allen,Foster Creek to Hugh Allan,Alluvial valley
109371,1948,415224,5776783,637,m,2011,January,1,18,1,2011,18/01/2011,18,10,180,40561,Jumping Jack Creek,Wood Arm,delta
107329,1634,385911,5811705,713,f,2011,January,1,18,1,2011,18/01/2011,18,11,198,40561,Head of Hugh Allen,Foster Creek to Hugh Allan,Alluvial valley
107329,1634,385911,5811705,713,f,2011,January,1,18,1,2011,18/01/2011,18,12,216,40561,Head of Hugh Allen,Foster Creek to Hugh Allan,Alluvial valley
109372,1688,403287,5772706,645,f,2011,January,1,18,1,2011,18/01/2011,18,12,216,40561,SE Red rock,Confluence,Reservoir
109770,1740,436924,5756670,660,m,2011,January,1,18,1,2011,18/01/2011,18,12,216,40561,Head of Sullivan Creek,Columbia Reach Narrows to Kinbasket,Alluvial valley
109374,1680,405691,5772105,640,m,2011,January,1,18,1,2011,18/01/2011,18,13,234,40561,NE Red rock harbour,Confluence,Reservoir
109374,1680,405691,5772105,640,m,2011,January,1,18,1,2011,18/01/2011,18,14,252,40561,NE Red rock harbour,Confluence,Reservoir
107331,1700,387874,5803202,535,m,2011,January,1,18,1,2011,18/01/2011,18,15,270,40561,Upper Canoe dog leg,Foster Creek to Hugh Allan,Reservoir
107331,1700,387874,5803202,535,m,2011,January,1,18,1,2011,18/01/2011,18,16,288,40561,Upper Canoe dog leg,Foster Creek to Hugh Allan,Reservoir
107331,1700,387874,5803202,535,m,2011,January,1,18,1,2011,18/01/2011,18,17,306,40561,Upper Canoe dog leg,Foster Creek to Hugh Allan,Reservoir
107374,1784,460699,5734846,689,m,2011,January,1,18,1,2011,18/01/2011,18,17,306,40561,Bush Arm,Bush Arm,delta
109392,1806,398039,5777718,595,f,2011,January,1,18,1,2011,18/01/2011,18,17,306,40561,Encampment Creek,Confluence,delta
107331,1700,387874,5803202,535,m,2011,January,1,18,1,2011,18/01/2011,18,18,324,40561,Upper Canoe dog leg,Foster Creek to Hugh Allan,Reservoir
109379,1618,396221,5775179,537,m,2011,January,1,18,1,2011,18/01/2011,18,19,342,40561,North outer confluence,Confluence,Reservoir
109770,1740,436924,5756670,660,m,2011,January,1,18,1,2011,18/01/2011,18,20,360,40561,Head of Sullivan Creek,Columbia Reach Narrows to Kinbasket,Alluvial valley
109391,1592,401896,5781275,575,m,2011,January,1,18,1,2011,18/01/2011,18,21,378,40561,Molson Creek (replaced),Confluence,Reservoir
107331,1700,387874,5803202,535,m,2011,January,1,18,1,2011,18/01/2011,18,21,378,40561,Upper Canoe dog leg,Foster Creek to Hugh Allan,Reservoir
109391,1592,401896,5781275,575,m,2011,January,1,18,1,2011,18/01/2011,18,22,396,40561,Molson Creek (replaced),Confluence,Reservoir
109379,1618,396221,5775179,537,m,2011,January,1,18,1,2011,18/01/2011,18,22,396,40561,North outer confluence,Confluence,Reservoir
107331,1700,387874,5803202,535,m,2011,January,1,18,1,2011,18/01/2011,18,22,396,40561,Upper Canoe dog leg,Foster Creek to Hugh Allan,Reservoir
109391,1592,401896,5781275,575,m,2011,January,1,18,1,2011,18/01/2011,18,23,414,40561,Molson Creek (replaced),Confluence,Reservoir
107331,1700,387874,5803202,535,m,2011,January,1,18,1,2011,18/01/2011,18,23,414,40561,Upper Canoe dog leg,Foster Creek to Hugh Allan,Reservoir
107331,1700,387874,5803202,535,m,2011,January,1,19,1,2011,19/01/2011,19,1,19,40562,Upper Canoe dog leg,Foster Creek to Hugh Allan,Reservoir
109374,1720,405691,5772105,691,f,2011,January,1,19,1,2011,19/01/2011,19,1,19,40562,NE Red rock harbour,Confluence,Reservoir
107325,1744,456148,5730006,696,m,2011,January,1,19,1,2011,19/01/2011,19,1,19,40562,Gold Creek,Bush Arm,delta
107331,1700,387874,5803202,535,m,2011,January,1,19,1,2011,19/01/2011,19,2,38,40562,Upper Canoe dog leg,Foster Creek to Hugh Allan,Reservoir
109770,1740,436924,5756670,660,m,2011,January,1,19,1,2011,19/01/2011,19,2,38,40562,Head of Sullivan Creek,Columbia Reach Narrows to Kinbasket,Alluvial valley
107325,1744,456148,5730006,696,m,2011,January,1,19,1,2011,19/01/2011,19,2,38,40562,Gold Creek,Bush Arm,delta
107331,1700,387874,5803202,535,m,2011,January,1,19,1,2011,19/01/2011,19,3,57,40562,Upper Canoe dog leg,Foster Creek to Hugh Allan,Reservoir
109768,1748,397202,5774610,616,f,2011,January,1,19,1,2011,19/01/2011,19,3,57,40562,Centre outer forebay,Confluence,Reservoir
107331,1700,387874,5803202,535,m,2011,January,1,19,1,2011,19/01/2011,19,4,76,40562,Upper Canoe dog leg,Foster Creek to Hugh Allan,Reservoir
109770,1740,436924,5756670,660,m,2011,January,1,19,1,2011,19/01/2011,19,4,76,40562,Head of Sullivan Creek,Columbia Reach Narrows to Kinbasket,Alluvial valley
109388,1644,390250,5802279,555,m,2011,January,1,19,1,2011,19/01/2011,19,5,95,40562,Lower Canoe dog leg,Foster Creek to Hugh Allan,Reservoir
109770,1740,436924,5756670,660,m,2011,January,1,19,1,2011,19/01/2011,19,5,95,40562,Head of Sullivan Creek,Columbia Reach Narrows to Kinbasket,Alluvial valley
109770,1740,436924,5756670,660,m,2011,January,1,19,1,2011,19/01/2011,19,6,114,40562,Head of Sullivan Creek,Columbia Reach Narrows to Kinbasket,Alluvial valley
107330,1744,458167,5729177,696,m,2011,January,1,19,1,2011,19/01/2011,19,6,114,40562,West shore of Columbia River and Bush Arm,Bush Arm,Reservoir
109770,1740,436924,5756670,660,m,2011,January,1,19,1,2011,19/01/2011,19,7,133,40562,Head of Sullivan Creek,Columbia Reach Narrows to Kinbasket,Alluvial valley
109381,1772,408271,5770832,580,f,2011,January,1,19,1,2011,19/01/2011,19,7,133,40562,Yellow Creek,Confluence,delta
107330,1744,458167,5729177,696,m,2011,January,1,19,1,2011,19/01/2011,19,9,171,40562,West shore of Columbia River and Bush Arm,Bush Arm,Reservoir
107374,1784,460699,5734846,689,m,2011,January,1,19,1,2011,19/01/2011,19,10,190,40562,Bush Arm,Bush Arm,delta
107374,1784,460699,5734846,689,m,2011,January,1,19,1,2011,19/01/2011,19,11,209,40562,Bush Arm,Bush Arm,delta
109369,1702,401855,5772877,712,f,2011,January,1,19,1,2011,19/01/2011,19,15,285,40562,Red rock (middle),Confluence,Reservoir
109369,1690,401855,5772877,529,m?,2011,January,1,19,1,2011,19/01/2011,19,16,304,40562,Red rock (middle),Confluence,Reservoir
109369,1690,401855,5772877,529,m?,2011,January,1,19,1,2011,19/01/2011,19,17,323,40562,Red rock (middle),Confluence,Reservoir
109388,1700,390250,5802279,535,m,2011,January,1,19,1,2011,19/01/2011,19,18,342,40562,Lower Canoe dog leg,Foster Creek to Hugh Allan,Reservoir
109378,1782,400596,5781042,687,m,2011,January,1,19,1,2011,19/01/2011,19,19,361,40562,West Islands (replaced with 105468),Confluence,Reservoir
107330,1744,458167,5729177,696,m,2011,January,1,19,1,2011,19/01/2011,19,21,399,40562,West shore of Columbia River and Bush Arm,Bush Arm,Reservoir
107330,1744,458167,5729177,696,m,2011,January,1,19,1,2011,19/01/2011,19,22,418,40562,West shore of Columbia River and Bush Arm,Bush Arm,Reservoir
107331,1700,387874,5803202,535,m,2011,January,1,19,1,2011,19/01/2011,19,24,456,40562,Upper Canoe dog leg,Foster Creek to Hugh Allan,Reservoir
107325,1744,456148,5730006,696,m,2011,January,1,19,1,2011,19/01/2011,19,24,456,40562,Gold Creek,Bush Arm,delta
109369,1612,401855,5772877,606,f,2011,January,1,20,1,2011,20/01/2011,20,2,40,40563,Red rock (middle),Confluence,Reservoir
109370,1596,404815,5778642,740,f,2011,January,1,20,1,2011,20/01/2011,20,3,60,40563,Mouth of Wood Arm,Confluence,delta
109369,1612,401855,5772877,606,f,2011,January,1,20,1,2011,20/01/2011,20,3,60,40563,Red rock (middle),Confluence,Reservoir
109386,1704,398223,5774034,741,f,2011,January,1,20,1,2011,20/01/2011,20,3,60,40563,South outer forebay,Confluence,Reservoir
109370,1950,404815,5778642,603,f,2011,January,1,20,1,2011,20/01/2011,20,4,80,40563,Mouth of Wood Arm,Confluence,delta
109390,1688,403809,5773798,645,f,2011,January,1,20,1,2011,20/01/2011,20,5,100,40563,Welsh Bay,Confluence,Reservoir
107325,1744,456148,5730006,696,m,2011,January,1,20,1,2011,20/01/2011,20,5,100,40563,Gold Creek,Bush Arm,delta
109370,1950,404815,5778642,603,f,2011,January,1,20,1,2011,20/01/2011,20,5,100,40563,Mouth of Wood Arm,Confluence,delta
109378,1626,400596,5781042,627,f,2011,January,1,20,1,2011,20/01/2011,20,6,120,40563,West Islands (replaced with 105468),Confluence,Reservoir
109390,1688,403809,5773798,645,f,2011,January,1,20,1,2011,20/01/2011,20,6,120,40563,Welsh Bay,Confluence,Reservoir
109386,1704,398223,5774034,741,f,2011,January,1,20,1,2011,20/01/2011,20,6,120,40563,South outer forebay,Confluence,Reservoir
107325,1744,456148,5730006,696,m,2011,January,1,20,1,2011,20/01/2011,20,6,120,40563,Gold Creek,Bush Arm,delta
109370,1950,404815,5778642,603,f,2011,January,1,20,1,2011,20/01/2011,20,6,120,40563,Mouth of Wood Arm,Confluence,delta
109378,1626,400596,5781042,627,f,2011,January,1,20,1,2011,20/01/2011,20,7,140,40563,West Islands (replaced with 105468),Confluence,Reservoir
109386,1704,398223,5774034,741,f,2011,January,1,20,1,2011,20/01/2011,20,7,140,40563,South outer forebay,Confluence,Reservoir
109370,1950,404815,5778642,603,f,2011,January,1,20,1,2011,20/01/2011,20,7,140,40563,Mouth of Wood Arm,Confluence,delta
109378,1626,400596,5781042,627,f,2011,January,1,20,1,2011,20/01/2011,20,8,160,40563,West Islands (replaced with 105468),Confluence,Reservoir
109372,1612,403287,5772706,606,f,2011,January,1,20,1,2011,20/01/2011,20,9,180,40563,SE Red rock,Confluence,Reservoir
109386,1704,398223,5774034,741,f,2011,January,1,20,1,2011,20/01/2011,20,9,180,40563,South outer forebay,Confluence,Reservoir
109369,1934,401855,5772877,434,m,2011,January,1,20,1,2011,20/01/2011,20,12,240,40563,Red rock (middle),Confluence,Reservoir
109369,1934,401855,5772877,434,m,2011,January,1,20,1,2011,20/01/2011,20,13,260,40563,Red rock (middle),Confluence,Reservoir
109770,1740,436924,5756670,660,m,2011,January,1,20,1,2011,20/01/2011,20,14,280,40563,Head of Sullivan Creek,Columbia Reach Narrows to Kinbasket,Alluvial valley
107325,1744,456148,5730006,696,m,2011,January,1,20,1,2011,20/01/2011,20,14,280,40563,Gold Creek,Bush Arm,delta
109369,1934,401855,5772877,434,m,2011,January,1,20,1,2011,20/01/2011,20,14,280,40563,Red rock (middle),Confluence,Reservoir
109386,1656,398223,5774034,515,f,2011,January,1,20,1,2011,20/01/2011,20,15,300,40563,South outer forebay,Confluence,Reservoir
107330,1744,458167,5729177,696,m,2011,January,1,20,1,2011,20/01/2011,20,15,300,40563,West shore of Columbia River and Bush Arm,Bush Arm,Reservoir
109369,1934,401855,5772877,434,m,2011,January,1,20,1,2011,20/01/2011,20,15,300,40563,Red rock (middle),Confluence,Reservoir
109390,1672,403809,5773798,627,m,2011,January,1,20,1,2011,20/01/2011,20,17,340,40563,Welsh Bay,Confluence,Reservoir
107330,1744,458167,5729177,696,m,2011,January,1,20,1,2011,20/01/2011,20,17,340,40563,West shore of Columbia River and Bush Arm,Bush Arm,Reservoir
107374,1784,460699,5734846,689,m,2011,January,1,20,1,2011,20/01/2011,20,17,340,40563,Bush Arm,Bush Arm,delta
107330,1744,458167,5729177,696,m,2011,January,1,20,1,2011,20/01/2011,20,18,360,40563,West shore of Columbia River and Bush Arm,Bush Arm,Reservoir
107374,1784,460699,5734846,689,m,2011,January,1,20,1,2011,20/01/2011,20,18,360,40563,Bush Arm,Bush Arm,delta
107330,1744,458167,5729177,696,m,2011,January,1,20,1,2011,20/01/2011,20,19,380,40563,West shore of Columbia River and Bush Arm,Bush Arm,Reservoir
107374,1784,460699,5734846,689,m,2011,January,1,20,1,2011,20/01/2011,20,19,380,40563,Bush Arm,Bush Arm,delta
107332,1662,421817,5761118,786,f,2011,January,1,20,1,2011,20/01/2011,20,20,400,40563,Columbia Reach narrows,Columbia Reach Narrows to Kinbasket,Reservoir
107330,1744,458167,5729177,696,m,2011,January,1,20,1,2011,20/01/2011,20,20,400,40563,West shore of Columbia River and Bush Arm,Bush Arm,Reservoir
109381,1942,408271,5770832,680,f,2011,January,1,20,1,2011,20/01/2011,20,20,400,40563,Yellow Creek,Confluence,delta
107332,1954,421817,5761118,684,m,2011,January,1,20,1,2011,20/01/2011,20,20,400,40563,Columbia Reach narrows,Columbia Reach Narrows to Kinbasket,Reservoir
107330,1744,458167,5729177,696,m,2011,January,1,20,1,2011,20/01/2011,20,21,420,40563,West shore of Columbia River and Bush Arm,Bush Arm,Reservoir
107374,1784,460699,5734846,689,m,2011,January,1,20,1,2011,20/01/2011,20,21,420,40563,Bush Arm,Bush Arm,delta
109381,1942,408271,5770832,680,f,2011,January,1,20,1,2011,20/01/2011,20,21,420,40563,Yellow Creek,Confluence,delta
109770,1740,436924,5756670,660,m,2011,January,1,20,1,2011,20/01/2011,20,22,440,40563,Head of Sullivan Creek,Columbia Reach Narrows to Kinbasket,Alluvial valley
107374,1784,460699,5734846,689,m,2011,January,1,20,1,2011,20/01/2011,20,22,440,40563,Bush Arm,Bush Arm,delta
107332,1954,421817,5761118,684,m,2011,January,1,20,1,2011,20/01/2011,20,22,440,40563,Columbia Reach narrows,Columbia Reach Narrows to Kinbasket,Reservoir
109770,1740,436924,5756670,660,m,2011,January,1,20,1,2011,20/01/2011,20,23,460,40563,Head of Sullivan Creek,Columbia Reach Narrows to Kinbasket,Alluvial valley
107332,1954,421817,5761118,684,m,2011,January,1,20,1,2011,20/01/2011,20,23,460,40563,Columbia Reach narrows,Columbia Reach Narrows to Kinbasket,Reservoir
109378,1622,400596,5781042,537,f,2011,January,1,20,1,2011,20/01/2011,20,24,480,40563,West Islands (replaced with 105468),Confluence,Reservoir
109770,1742,436924,5756670,539,m,2011,January,1,21,1,2011,21/01/2011,21,1,21,40564,Head of Sullivan Creek,Columbia Reach Narrows to Kinbasket,Alluvial valley
107332,1954,421817,5761118,684,m,2011,January,1,21,1,2011,21/01/2011,21,1,21,40564,Columbia Reach narrows,Columbia Reach Narrows to Kinbasket,Reservoir
109770,1742,436924,5756670,539,m,2011,January,1,21,1,2011,21/01/2011,21,2,42,40564,Head of Sullivan Creek,Columbia Reach Narrows to Kinbasket,Alluvial valley
109391,1770,401896,5781275,562,f,2011,January,1,21,1,2011,21/01/2011,21,2,42,40564,Molson Creek (replaced),Confluence,Reservoir
109391,1770,401896,5781275,562,f,2011,January,1,21,1,2011,21/01/2011,21,3,63,40564,Molson Creek (replaced),Confluence,Reservoir
107332,1954,421817,5761118,684,m,2011,January,1,21,1,2011,21/01/2011,21,3,63,40564,Columbia Reach narrows,Columbia Reach Narrows to Kinbasket,Reservoir
107330,1744,458167,5729177,696,m,2011,January,1,21,1,2011,21/01/2011,21,4,84,40564,West shore of Columbia River and Bush Arm,Bush Arm,Reservoir
107332,1954,421817,5761118,684,m,2011,January,1,21,1,2011,21/01/2011,21,4,84,40564,Columbia Reach narrows,Columbia Reach Narrows to Kinbasket,Reservoir
109770,1742,436924,5756670,539,m,2011,January,1,21,1,2011,21/01/2011,21,5,105,40564,Head of Sullivan Creek,Columbia Reach Narrows to Kinbasket,Alluvial valley
107325,1744,456148,5730006,696,m,2011,January,1,21,1,2011,21/01/2011,21,5,105,40564,Gold Creek,Bush Arm,delta
107374,1784,460699,5734846,689,m,2011,January,1,21,1,2011,21/01/2011,21,5,105,40564,Bush Arm,Bush Arm,delta
107332,1954,421817,5761118,684,m,2011,January,1,21,1,2011,21/01/2011,21,5,105,40564,Columbia Reach narrows,Columbia Reach Narrows to Kinbasket,Reservoir
109386,1656,398223,5774034,515,f,2011,January,1,21,1,2011,21/01/2011,21,6,126,40564,South outer forebay,Confluence,Reservoir
109770,1740,436924,5756670,660,m,2011,January,1,21,1,2011,21/01/2011,21,6,126,40564,Head of Sullivan Creek,Columbia Reach Narrows to Kinbasket,Alluvial valley
107325,1744,456148,5730006,696,m,2011,January,1,21,1,2011,21/01/2011,21,6,126,40564,Gold Creek,Bush Arm,delta
107332,1954,421817,5761118,684,m,2011,January,1,21,1,2011,21/01/2011,21,6,126,40564,Columbia Reach narrows,Columbia Reach Narrows to Kinbasket,Reservoir
109386,1716,398223,5774034,635,m,2011,January,1,21,1,2011,21/01/2011,21,7,147,40564,South outer forebay,Confluence,Reservoir
109770,1740,436924,5756670,660,m,2011,January,1,21,1,2011,21/01/2011,21,7,147,40564,Head of Sullivan Creek,Columbia Reach Narrows to Kinbasket,Alluvial valley
109770,1742,436924,5756670,539,m,2011,January,1,21,1,2011,21/01/2011,21,7,147,40564,Head of Sullivan Creek,Columbia Reach Narrows to Kinbasket,Alluvial valley
107332,1954,421817,5761118,684,m,2011,January,1,21,1,2011,21/01/2011,21,7,147,40564,Columbia Reach narrows,Columbia Reach Narrows to Kinbasket,Reservoir
109386,1656,398223,5774034,515,f,2011,January,1,21,1,2011,21/01/2011,21,8,168,40564,South outer forebay,Confluence,Reservoir
109369,1690,401855,5772877,529,m?,2011,January,1,21,1,2011,21/01/2011,21,8,168,40564,Red rock (middle),Confluence,Reservoir
109372,1720,403287,5772706,691,f,2011,January,1,21,1,2011,21/01/2011,21,8,168,40564,SE Red rock,Confluence,Reservoir
109770,1740,436924,5756670,660,m,2011,January,1,21,1,2011,21/01/2011,21,8,168,40564,Head of Sullivan Creek,Columbia Reach Narrows to Kinbasket,Alluvial valley
107374,1784,460699,5734846,689,m,2011,January,1,21,1,2011,21/01/2011,21,8,168,40564,Bush Arm,Bush Arm,delta
107332,1954,421817,5761118,684,m,2011,January,1,21,1,2011,21/01/2011,21,8,168,40564,Columbia Reach narrows,Columbia Reach Narrows to Kinbasket,Reservoir
109386,1656,398223,5774034,515,f,2011,January,1,21,1,2011,21/01/2011,21,9,189,40564,South outer forebay,Confluence,Reservoir
109369,1690,401855,5772877,529,m?,2011,January,1,21,1,2011,21/01/2011,21,9,189,40564,Red rock (middle),Confluence,Reservoir
109770,1740,436924,5756670,660,m,2011,January,1,21,1,2011,21/01/2011,21,9,189,40564,Head of Sullivan Creek,Columbia Reach Narrows to Kinbasket,Alluvial valley
107330,1744,458167,5729177,696,m,2011,January,1,21,1,2011,21/01/2011,21,9,189,40564,West shore of Columbia River and Bush Arm,Bush Arm,Reservoir
107332,1954,421817,5761118,684,m,2011,January,1,21,1,2011,21/01/2011,21,9,189,40564,Columbia Reach narrows,Columbia Reach Narrows to Kinbasket,Reservoir
109386,1656,398223,5774034,515,f,2011,January,1,21,1,2011,21/01/2011,21,10,210,40564,South outer forebay,Confluence,Reservoir
109770,1740,436924,5756670,660,m,2011,January,1,21,1,2011,21/01/2011,21,10,210,40564,Head of Sullivan Creek,Columbia Reach Narrows to Kinbasket,Alluvial valley
107332,1954,421817,5761118,684,m,2011,January,1,21,1,2011,21/01/2011,21,10,210,40564,Columbia Reach narrows,Columbia Reach Narrows to Kinbasket,Reservoir
109386,1656,398223,5774034,515,f,2011,January,1,21,1,2011,21/01/2011,21,11,231,40564,South outer forebay,Confluence,Reservoir
107325,1744,456148,5730006,696,m,2011,January,1,21,1,2011,21/01/2011,21,11,231,40564,Gold Creek,Bush Arm,delta
107332,1954,421817,5761118,684,m,2011,January,1,21,1,2011,21/01/2011,21,11,231,40564,Columbia Reach narrows,Columbia Reach Narrows to Kinbasket,Reservoir
109386,1656,398223,5774034,515,f,2011,January,1,21,1,2011,21/01/2011,21,12,252,40564,South outer forebay,Confluence,Reservoir
109370,1688,404815,5778642,645,f,2011,January,1,21,1,2011,21/01/2011,21,12,252,40564,Mouth of Wood Arm,Confluence,delta
107325,1744,456148,5730006,696,m,2011,January,1,21,1,2011,21/01/2011,21,12,252,40564,Gold Creek,Bush Arm,delta
107332,1954,421817,5761118,684,m,2011,January,1,21,1,2011,21/01/2011,21,12,252,40564,Columbia Reach narrows,Columbia Reach Narrows to Kinbasket,Reservoir
109370,1688,404815,5778642,645,f,2011,January,1,21,1,2011,21/01/2011,21,13,273,40564,Mouth of Wood Arm,Confluence,delta
109770,1740,436924,5756670,660,m,2011,January,1,21,1,2011,21/01/2011,21,13,273,40564,Head of Sullivan Creek,Columbia Reach Narrows to Kinbasket,Alluvial valley
107325,1744,456148,5730006,696,m,2011,January,1,21,1,2011,21/01/2011,21,13,273,40564,Gold Creek,Bush Arm,delta
